sale_id,sale_date,customer_id,product_id,rep_id,region_id,quantity,discount,total_amount,payment_mode,order_status
382,2022-04-19,197,41,19,3,6,0.15,55.44,Cash,Returned
383,2022-04-17,43,12,18,3,7,0.1,222.77,Debit Card,Delivered
384,2023-07-01,154,29,12,2,6,0.1,30.4,UPI,Delivered
385,2023-02-27,196,41,14,3,6,0.1,58.7,Net Banking,Delivered
386,2023-07-13,55,25,18,3,5,0,63.65,Cash,Returned
387,2023-02-11,1,47,2,5,5,0.1,93.2,Net Banking,Delivered
388,2022-05-19,78,1,10,5,4,0,310.52,Credit Card,Delivered
389,2023-12-08,71,36,17,3,9,0.1,265.28,Debit Card,Cancelled
390,2022-04-07,10,30,12,4,3,0,19.32,UPI,Delivered
391,2023-08-20,64,15,9,2,5,0,156.3,Cash,Cancelled
392,2023-08-06,56,47,3,5,6,0.2,99.41,Debit Card,Returned
393,2023-05-15,177,45,19,4,2,0.1,31.39,Credit Card,Delivered
394,2023-08-14,98,6,2,4,6,0,727.2,Cash,Returned
395,2022-05-04,198,15,20,3,1,0.15,26.57,Credit Card,Returned
396,2022-11-09,135,3,11,3,9,0.1,882.9,UPI,Delivered
397,2023-05-30,179,15,5,1,1,0.15,26.57,Cash,Returned
398,2023-09-02,148,33,3,2,4,0.05,49.44,Cash,Delivered
399,2022-06-01,34,22,3,4,8,0.1,92.02,Net Banking,Delivered
400,2023-02-13,68,6,13,2,9,0.05,1036.26,Debit Card,Delivered
401,2023-05-08,144,13,16,1,7,0.15,355.33,Debit Card,Cancelled
402,2023-07-29,158,48,17,3,4,0,55.56,UPI,Delivered
403,2023-03-17,83,44,19,5,2,0,31.42,Cash,Returned
404,2023-01-10,90,13,11,5,6,0.1,322.49,UPI,Delivered
405,2022-06-23,90,40,15,5,10,0,127.4,Credit Card,Returned
406,2022-08-28,52,44,12,4,3,0.2,37.7,Credit Card,Delivered
407,2022-02-25,63,40,5,4,5,0,63.7,Credit Card,Delivered
408,2022-11-09,116,31,1,5,6,0,242.76,Debit Card,Cancelled
409,2022-07-28,140,34,9,1,9,0.05,458.96,Debit Card,Cancelled
410,2023-12-13,179,43,1,1,7,0.1,81.9,Credit Card,Cancelled
411,2022-09-19,44,4,10,4,4,0.2,132.54,UPI,Cancelled
412,2022-02-24,120,42,1,3,2,0.05,36.25,UPI,Delivered
413,2022-04-21,5,19,13,5,4,0.05,326.69,Credit Card,Cancelled
414,2022-11-20,125,39,18,1,2,0,36.64,Net Banking,Delivered
415,2023-04-14,144,46,1,1,1,0,40.65,UPI,Cancelled
416,2022-12-08,126,26,6,5,1,0,6.44,UPI,Delivered
417,2023-10-03,78,16,17,5,5,0.2,383.52,UPI,Delivered
418,2023-02-01,8,36,9,4,4,0,131.0,Cash,Delivered
419,2023-11-04,36,6,13,4,9,0.15,927.18,Debit Card,Cancelled
420,2023-03-04,62,37,5,1,7,0,153.58,UPI,Cancelled
421,2023-04-05,139,9,7,3,3,0.1,74.22,Debit Card,Cancelled
422,2022-05-22,80,45,17,5,3,0.05,49.7,Net Banking,Delivered
423,2022-06-11,82,5,18,3,9,0.15,616.9,Debit Card,Delivered
424,2022-11-22,38,47,1,3,6,0.05,118.05,UPI,Returned
425,2023-03-30,191,41,9,4,3,0.2,26.09,Credit Card,Delivered
426,2022-05-15,48,2,20,4,10,0,1014.7,Net Banking,Cancelled
427,2023-09-20,60,39,8,5,4,0.15,62.29,UPI,Delivered
428,2022-03-23,177,50,16,4,3,0.1,32.08,Cash,Cancelled
429,2023-12-31,167,24,6,2,7,0.05,49.48,Debit Card,Returned
430,2022-06-17,50,15,2,5,7,0.2,175.06,UPI,Delivered
431,2023-02-27,57,48,7,1,4,0,55.56,Cash,Delivered
432,2023-09-24,126,45,11,5,8,0,139.52,Cash,Returned
433,2022-02-12,156,48,13,2,6,0.05,79.17,Net Banking,Cancelled
434,2023-09-01,138,34,2,5,9,0,483.12,Cash,Returned
435,2022-02-13,63,34,18,4,7,0.15,319.4,Net Banking,Delivered
436,2023-02-01,133,49,2,1,4,0,56.76,Cash,Returned
437,2022-11-08,199,19,15,1,3,0.05,245.01,Net Banking,Delivered
438,2022-02-25,177,34,5,4,8,0.2,343.55,Credit Card,Returned
439,2023-05-28,29,12,19,5,9,0,318.24,Cash,Returned
440,2022-11-28,116,2,6,5,8,0.1,730.58,Cash,Delivered
441,2022-04-03,65,21,6,4,2,0,31.62,Cash,Delivered
442,2023-10-12,93,6,17,5,7,0.15,721.14,Net Banking,Cancelled
443,2022-06-13,97,36,13,3,1,0.2,26.2,UPI,Delivered
444,2023-08-03,169,10,6,4,3,0,139.65,Cash,Delivered
445,2022-11-12,80,47,15,5,5,0.15,88.02,Credit Card,Delivered
446,2022-05-15,52,1,20,4,5,0,388.15,Cash,Returned
447,2023-05-26,140,1,20,1,8,0,621.04,Net Banking,Delivered
448,2023-11-07,122,30,14,1,8,0,51.52,Net Banking,Cancelled
449,2022-01-07,63,36,9,4,10,0.15,278.38,Debit Card,Cancelled
450,2022-02-20,48,10,2,4,6,0,279.3,Credit Card,Delivered
451,2023-11-15,148,39,10,2,6,0,109.92,Credit Card,Delivered
452,2023-03-03,46,11,10,2,10,0.15,404.34,Net Banking,Cancelled
453,2023-07-30,46,30,19,2,6,0,38.64,UPI,Delivered
454,2022-11-27,95,25,3,4,7,0.2,71.29,Credit Card,Cancelled
455,2022-10-27,121,9,4,4,5,0,137.45,Cash,Cancelled
456,2023-06-22,54,45,7,4,10,0,174.4,Net Banking,Delivered
457,2023-10-07,136,6,16,3,10,0.2,969.6,Cash,Delivered
458,2023-09-16,82,17,17,3,10,0.1,504.63,Debit Card,Delivered
459,2023-09-22,145,32,17,2,8,0.05,206.19,Net Banking,Delivered
460,2022-08-27,182,19,7,5,1,0,85.97,Cash,Delivered
461,2023-10-03,31,48,7,1,10,0.05,131.96,Credit Card,Returned
462,2022-12-08,90,36,7,5,1,0.15,27.84,UPI,Delivered
463,2022-09-18,18,20,10,5,9,0.1,479.28,Credit Card,Delivered
464,2022-04-27,176,22,11,2,7,0.15,76.04,Net Banking,Cancelled
465,2022-01-30,45,13,11,4,6,0.15,304.57,Cash,Returned
466,2022-02-06,166,9,16,1,3,0.15,70.1,Net Banking,Returned
467,2022-12-10,119,27,2,1,9,0,40.59,UPI,Cancelled
468,2023-07-23,138,2,7,5,10,0.15,862.5,UPI,Delivered
469,2022-03-09,39,18,1,1,6,0.05,144.44,Debit Card,Cancelled
470,2023-08-08,156,25,6,2,10,0,127.3,UPI,Delivered
471,2023-12-28,9,18,14,2,2,0.05,48.15,UPI,Delivered
472,2023-04-08,78,14,17,5,5,0,294.85,UPI,Delivered
473,2022-02-08,200,13,3,4,8,0.1,429.98,Cash,Delivered
474,2023-05-28,40,13,11,1,8,0.15,406.1,UPI,Cancelled
475,2022-12-02,37,50,4,1,9,0.15,90.88,Debit Card,Delivered
476,2022-02-07,118,25,17,2,2,0,25.46,Credit Card,Delivered
477,2023-12-05,153,6,11,4,8,0,969.6,Net Banking,Delivered
478,2023-11-06,191,20,1,4,10,0.2,473.36,Debit Card,Delivered
479,2022-11-25,52,13,10,4,5,0.1,268.74,Cash,Delivered
480,2023-11-19,31,18,5,1,3,0,76.02,Credit Card,Delivered
481,2023-09-30,144,33,4,1,4,0.1,46.84,Net Banking,Delivered
482,2022-11-23,70,10,10,3,10,0,465.5,Credit Card,Delivered
483,2022-11-15,157,22,18,3,8,0,102.24,Credit Card,Delivered
484,2023-04-28,173,4,4,4,7,0,289.94,Cash,Delivered
485,2023-02-06,46,46,20,2,10,0.15,345.52,Net Banking,Returned
486,2022-12-31,80,22,7,5,9,0,115.02,Net Banking,Returned
487,2022-05-15,24,45,15,3,2,0.05,33.14,Cash,Delivered
488,2023-04-27,60,15,5,5,10,0,312.6,Cash,Delivered
489,2022-07-07,180,43,11,4,6,0.05,74.1,Credit Card,Returned
490,2022-03-08,122,8,12,1,8,0.05,507.53,UPI,Delivered
491,2022-12-23,155,37,5,5,9,0,197.46,Credit Card,Returned
492,2022-11-30,143,42,3,5,5,0.1,85.86,Cash,Returned
493,2023-08-28,106,16,20,3,4,0.1,345.17,Cash,Delivered
494,2023-01-29,17,22,7,1,10,0.05,121.41,Net Banking,Returned
495,2022-12-17,140,45,8,1,3,0.15,44.47,Net Banking,Delivered
496,2023-05-14,30,38,20,5,8,0,229.04,Credit Card,Cancelled
497,2023-04-01,46,20,13,2,2,0.1,106.51,Net Banking,Delivered
498,2023-01-24,84,32,2,4,2,0,54.26,Net Banking,Delivered
499,2023-10-14,1,49,5,5,3,0.05,40.44,UPI,Cancelled
500,2023-02-04,158,37,15,3,4,0,87.76,UPI,Delivered
501,2023-08-07,174,20,14,3,6,0,355.02,Credit Card,Cancelled
502,2023-09-19,131,26,5,3,5,0,32.2,Net Banking,Delivered
503,2022-02-24,1,46,18,5,6,0,243.9,Credit Card,Delivered
504,2022-08-29,111,45,19,5,7,0.15,103.77,Cash,Delivered
505,2023-02-20,98,28,18,4,4,0.15,35.87,Cash,Delivered
506,2022-05-23,49,36,13,1,6,0.2,157.2,Debit Card,Returned
507,2022-10-23,172,9,5,2,1,0,27.49,Debit Card,Delivered
508,2023-05-14,169,28,5,4,2,0,21.1,Cash,Returned
509,2023-12-14,155,28,20,5,3,0.05,30.07,Cash,Cancelled
510,2023-07-20,116,25,12,5,4,0,50.92,Net Banking,Returned
511,2022-01-08,148,32,8,2,9,0,244.17,Net Banking,Returned
512,2023-08-14,94,3,2,1,10,0.05,1035.5,Credit Card,Delivered
513,2023-08-18,124,45,3,2,3,0.15,44.47,UPI,Cancelled
514,2023-04-22,133,6,17,1,10,0,1212.0,Cash,Delivered
515,2023-10-08,190,43,3,4,9,0.2,93.6,UPI,Cancelled
516,2023-09-20,14,22,18,5,1,0.05,12.14,Net Banking,Returned
517,2023-04-26,147,47,11,2,7,0,144.97,UPI,Delivered
518,2022-06-21,10,45,20,4,5,0.15,74.12,UPI,Cancelled
519,2022-03-04,162,31,19,2,3,0.1,109.24,UPI,Delivered
520,2023-10-02,7,19,16,4,2,0,171.94,Credit Card,Cancelled
521,2022-10-12,65,9,20,4,5,0,137.45,Credit Card,Delivered
522,2022-04-25,155,12,19,5,3,0.15,90.17,UPI,Returned
523,2022-06-29,67,45,8,1,8,0,139.52,Credit Card,Cancelled
524,2022-12-18,22,10,20,5,3,0.2,111.72,Cash,Returned
525,2023-01-28,61,43,15,4,3,0,39.0,UPI,Cancelled
526,2022-02-25,165,17,4,2,1,0,56.07,Cash,Returned
527,2023-05-03,78,31,18,5,4,0.05,153.75,Cash,Returned
528,2022-09-26,38,34,14,3,1,0,53.68,Cash,Returned
529,2023-11-26,81,34,2,5,2,0.1,96.62,Cash,Delivered
530,2023-09-18,167,18,11,2,5,0,126.7,UPI,Delivered
531,2023-11-02,150,26,15,5,4,0.15,21.9,Debit Card,Cancelled
532,2023-06-17,87,44,6,1,6,0.1,84.83,Credit Card,Delivered
533,2022-03-11,4,27,4,3,9,0,40.59,UPI,Returned
534,2022-08-13,186,19,9,3,4,0,343.88,Net Banking,Delivered
535,2022-04-05,15,39,7,5,10,0.15,155.72,Credit Card,Delivered
536,2022-03-30,155,9,13,5,10,0.2,219.92,Credit Card,Delivered
537,2023-12-14,48,17,10,4,8,0.15,381.28,Cash,Delivered
538,2022-10-11,197,28,11,3,5,0,52.75,UPI,Delivered
539,2022-03-05,98,25,11,4,1,0,12.73,Debit Card,Delivered
540,2023-03-28,18,32,7,5,10,0.05,257.74,Cash,Delivered
541,2022-04-22,37,35,14,1,4,0.1,163.08,Cash,Delivered
542,2022-09-23,27,3,3,1,2,0.1,196.2,Cash,Delivered
543,2022-01-20,128,10,1,1,1,0.15,39.57,UPI,Returned
544,2022-06-05,180,22,13,4,10,0,127.8,Cash,Cancelled
545,2023-05-05,112,26,3,1,9,0,57.96,Cash,Delivered
546,2023-12-07,200,31,4,4,10,0.1,364.14,UPI,Delivered
547,2023-11-30,78,26,2,5,2,0,12.88,UPI,Cancelled
548,2022-03-24,118,49,10,2,4,0,56.76,Credit Card,Cancelled
549,2023-01-29,170,13,10,5,7,0,418.04,Cash,Delivered
550,2022-03-28,162,29,7,2,3,0,16.89,Credit Card,Delivered
551,2023-08-31,62,32,13,1,2,0.2,43.41,UPI,Cancelled
552,2023-05-27,137,29,1,2,1,0,5.63,UPI,Delivered
553,2022-02-13,104,8,7,3,9,0.05,570.97,Debit Card,Cancelled
554,2023-08-17,60,5,2,5,3,0.05,229.82,Cash,Delivered
555,2023-09-26,12,16,5,5,1,0,95.88,UPI,Delivered
556,2022-04-10,117,40,6,4,10,0,127.4,Credit Card,Delivered
557,2023-05-25,153,40,8,4,2,0.2,20.38,Cash,Delivered
558,2022-12-12,189,44,13,4,6,0,94.26,Net Banking,Cancelled
559,2022-05-21,83,14,2,5,10,0,589.7,Credit Card,Delivered
560,2022-05-04,71,10,14,3,3,0.15,118.7,Net Banking,Delivered
561,2022-06-18,113,16,19,3,1,0,95.88,Net Banking,Delivered
562,2023-01-21,200,11,1,4,8,0,380.56,Credit Card,Delivered
563,2022-07-03,23,46,19,4,5,0.05,193.09,Debit Card,Returned
564,2022-07-31,37,41,9,1,9,0.05,92.94,Debit Card,Returned
565,2022-06-28,157,45,2,3,10,0,174.4,Net Banking,Returned
566,2022-04-01,161,20,12,1,7,0,414.19,Debit Card,Cancelled
567,2022-07-16,31,34,4,1,10,0,536.8,Net Banking,Cancelled
568,2022-08-13,119,50,7,1,5,0,59.4,Credit Card,Delivered
569,2022-06-02,176,31,16,2,3,0,121.38,Credit Card,Delivered
570,2023-10-23,94,19,7,1,7,0,601.79,Net Banking,Delivered
571,2023-04-10,12,7,2,5,9,0,591.3,Credit Card,Delivered
572,2023-05-12,132,8,3,3,4,0.15,227.05,Net Banking,Returned
573,2023-08-17,84,27,7,4,6,0,27.06,UPI,Delivered
574,2022-08-22,26,16,14,2,4,0.05,364.34,Credit Card,Delivered
575,2023-04-28,150,32,2,5,7,0,189.91,Net Banking,Delivered
576,2023-04-11,46,25,12,2,3,0.05,36.28,UPI,Delivered
577,2022-10-04,52,22,5,4,1,0.15,10.86,Credit Card,Cancelled
578,2022-10-15,35,8,15,1,8,0.05,507.53,UPI,Delivered
579,2022-08-14,76,39,6,5,10,0,183.2,Net Banking,Cancelled
580,2022-08-24,23,27,17,4,8,0.2,28.86,Net Banking,Delivered
581,2023-04-30,119,18,1,1,7,0.15,150.77,Debit Card,Delivered
582,2022-12-02,112,38,8,1,10,0,286.3,Credit Card,Cancelled
583,2023-03-04,12,3,16,5,9,0,981.0,Net Banking,Returned
584,2023-02-08,123,45,4,5,8,0.05,132.54,Credit Card,Delivered
585,2023-07-26,193,1,14,1,4,0,310.52,UPI,Delivered
586,2022-09-02,166,6,1,1,8,0.15,824.16,Debit Card,Delivered
587,2023-12-22,118,37,19,2,1,0.05,20.84,Debit Card,Returned
588,2023-12-22,104,12,12,3,8,0.15,240.45,Credit Card,Delivered
589,2023-01-30,177,22,17,4,1,0,12.78,UPI,Returned
590,2023-12-16,157,35,19,3,4,0.2,144.96,Net Banking,Delivered
591,2022-12-10,189,4,17,4,6,0,248.52,Cash,Delivered
592,2023-01-10,120,40,2,3,6,0,76.44,Net Banking,Delivered
593,2023-12-23,18,36,7,5,3,0,98.25,Net Banking,Delivered
594,2022-04-27,167,31,19,2,4,0.2,129.47,UPI,Delivered
595,2022-12-28,69,33,14,1,5,0,65.05,UPI,Delivered
596,2022-12-20,116,32,17,5,9,0.2,195.34,Cash,Delivered
597,2023-12-28,137,44,18,2,5,0.05,74.62,UPI,Cancelled
598,2023-11-21,178,5,7,4,8,0,645.12,Cash,Delivered
599,2022-07-03,74,5,4,1,3,0,241.92,Debit Card,Delivered
600,2023-05-24,39,14,17,1,1,0,58.97,Net Banking,Returned
601,2022-05-16,122,23,14,1,8,0.15,66.37,UPI,Delivered
602,2022-07-13,17,2,8,1,9,0.15,776.25,Cash,Delivered
603,2023-08-16,88,42,11,1,8,0.1,137.38,Net Banking,Cancelled
604,2023-04-01,118,20,19,2,3,0.2,142.01,Debit Card,Delivered
605,2022-09-24,59,31,12,1,5,0.2,161.84,Debit Card,Delivered
606,2022-12-28,73,30,6,2,10,0,64.4,UPI,Cancelled
607,2022-07-06,45,46,5,4,3,0,121.95,Credit Card,Delivered
608,2022-11-21,148,9,15,2,5,0,137.45,Debit Card,Delivered
609,2023-07-30,182,3,11,5,6,0,654.0,Cash,Delivered
610,2023-07-07,42,35,10,4,2,0,90.6,Cash,Returned
611,2022-05-29,118,21,5,2,1,0.15,13.44,Net Banking,Cancelled
612,2022-12-06,166,46,10,1,8,0,325.2,Debit Card,Cancelled
613,2023-08-02,187,29,11,1,2,0.15,9.57,Credit Card,Returned
614,2022-05-23,174,36,4,3,5,0,163.75,Net Banking,Returned
615,2022-08-14,115,23,3,1,6,0,58.56,Debit Card,Cancelled
616,2023-08-21,135,15,9,3,4,0,125.04,Net Banking,Delivered
617,2023-04-02,174,43,3,3,9,0.05,111.15,Cash,Delivered
618,2022-11-22,155,39,17,5,1,0.15,15.57,Cash,Delivered
619,2022-06-01,184,28,12,1,7,0,73.85,UPI,Delivered
620,2022-12-20,90,20,15,5,9,0,532.53,Cash,Delivered
621,2023-03-02,114,19,6,2,7,0.15,511.52,Debit Card,Returned
622,2023-08-25,154,6,5,2,4,0,484.8,Net Banking,Returned
623,2022-12-10,17,38,13,1,2,0,57.26,UPI,Returned
624,2023-03-01,45,36,15,4,10,0.2,262.0,Debit Card,Delivered
625,2022-07-10,98,19,18,4,8,0,687.76,Net Banking,Delivered
626,2022-11-08,127,36,15,2,4,0,131.0,Debit Card,Delivered
627,2022-09-26,77,41,16,1,2,0.15,18.48,Cash,Delivered
628,2022-07-03,126,45,8,5,1,0,17.44,Cash,Delivered
629,2022-03-10,154,48,12,2,10,0.05,131.96,Cash,Cancelled
630,2022-09-22,161,44,16,1,2,0,31.42,Net Banking,Cancelled
631,2022-01-18,67,11,19,1,1,0,47.57,Cash,Delivered
632,2023-12-11,35,23,6,1,1,0,9.76,Cash,Delivered
633,2023-10-14,92,4,10,3,5,0.1,186.39,Net Banking,Delivered
634,2022-07-18,197,41,6,3,2,0.1,19.57,Net Banking,Delivered
635,2022-11-27,81,44,10,5,5,0.15,66.77,Credit Card,Delivered
636,2023-07-02,149,23,5,4,1,0,9.76,UPI,Cancelled
637,2023-01-17,200,32,14,4,6,0,162.78,Debit Card,Delivered
638,2022-06-08,129,15,7,5,9,0.1,253.21,Net Banking,Cancelled
639,2023-12-31,142,45,4,4,7,0.05,115.98,Credit Card,Delivered
640,2022-05-15,5,31,12,5,5,0.15,171.96,Debit Card,Delivered
641,2023-03-29,153,34,11,4,3,0.15,136.88,Credit Card,Delivered
642,2022-05-02,57,9,5,1,4,0,109.96,Debit Card,Delivered
643,2022-05-14,21,28,4,3,2,0,21.1,Cash,Returned
644,2022-02-13,51,7,2,5,9,0.1,532.17,Cash,Delivered
645,2022-05-02,65,3,3,4,5,0.15,463.25,Credit Card,Delivered
646,2022-05-07,155,14,19,5,4,0,235.88,Credit Card,Delivered
647,2022-04-03,38,48,9,3,10,0,138.9,Debit Card,Delivered
648,2023-05-28,200,47,20,4,4,0.1,74.56,Credit Card,Cancelled
649,2022-04-12,149,49,1,4,9,0,127.71,UPI,Delivered
650,2022-06-25,194,35,1,3,2,0,90.6,Cash,Cancelled
651,2023-01-11,179,38,6,1,8,0.15,194.68,Debit Card,Delivered
652,2022-12-30,98,28,7,4,9,0,94.95,Credit Card,Returned
653,2022-11-18,32,30,4,1,9,0,57.96,UPI,Returned
654,2023-12-23,74,36,2,1,2,0,65.5,Credit Card,Returned
655,2023-01-30,73,30,20,2,5,0.15,27.37,Debit Card,Returned
656,2023-07-22,105,19,14,3,4,0.2,275.1,Cash,Delivered
657,2023-11-27,95,12,1,4,8,0.15,240.45,Cash,Delivered
658,2023-03-25,134,43,3,2,2,0,26.0,Cash,Returned
659,2023-12-13,152,7,6,3,2,0,131.4,UPI,Delivered
660,2022-07-25,153,26,4,4,4,0.2,20.61,Cash,Returned
661,2022-10-13,196,46,19,3,10,0,406.5,UPI,Returned
662,2023-05-03,171,39,13,1,8,0.1,131.9,Debit Card,Delivered
663,2023-04-11,28,8,9,4,8,0.05,507.53,Debit Card,Delivered
664,2022-01-31,26,48,2,2,2,0.05,26.39,Debit Card,Delivered
665,2023-01-27,155,44,11,5,3,0,47.13,Net Banking,Cancelled
666,2022-04-09,195,5,17,5,8,0.2,516.1,Debit Card,Returned
667,2022-10-28,170,32,16,5,9,0,244.17,UPI,Cancelled
668,2023-07-08,140,2,2,1,7,0,710.29,Cash,Returned
669,2022-11-19,97,29,15,3,1,0,5.63,Net Banking,Delivered
670,2023-11-07,200,20,6,4,8,0.05,449.69,UPI,Delivered
671,2023-02-03,125,49,4,1,10,0.15,120.61,Net Banking,Returned
672,2023-12-03,139,37,16,3,8,0.1,157.97,Net Banking,Delivered
673,2022-02-27,101,17,16,3,10,0.05,532.66,UPI,Cancelled
674,2022-10-19,83,4,1,5,10,0,414.2,UPI,Delivered
675,2022-12-24,190,38,1,4,6,0.05,163.19,Cash,Delivered
676,2022-12-20,92,27,12,3,1,0.15,3.83,Debit Card,Delivered
677,2022-08-29,166,20,19,1,2,0.15,100.59,UPI,Delivered
678,2022-04-28,87,11,1,1,9,0,428.13,Cash,Delivered
679,2023-11-05,109,37,17,4,7,0,153.58,Cash,Delivered
680,2023-08-26,6,21,13,2,10,0.05,150.19,Net Banking,Delivered
681,2022-04-11,126,7,7,5,6,0.05,374.49,UPI,Cancelled
682,2022-06-20,158,20,12,3,7,0,414.19,Credit Card,Returned
683,2023-07-03,55,19,9,3,1,0,85.97,Cash,Cancelled
684,2022-08-20,160,48,3,5,10,0,138.9,UPI,Cancelled
685,2022-10-07,18,37,17,5,8,0.05,166.74,UPI,Delivered
686,2022-03-20,167,20,17,2,5,0.05,281.06,UPI,Cancelled
687,2022-07-24,107,26,9,2,10,0.1,57.96,Net Banking,Returned
688,2022-07-04,5,41,17,5,3,0.1,29.35,Debit Card,Returned
689,2023-11-08,191,30,9,4,9,0.2,46.37,Cash,Cancelled
690,2023-08-03,187,41,2,1,9,0,97.83,Cash,Delivered
691,2022-06-01,62,10,10,1,7,0.05,309.56,Credit Card,Delivered
692,2023-10-12,53,27,9,4,5,0.15,19.17,UPI,Delivered
693,2023-12-05,154,16,13,2,4,0,383.52,Debit Card,Delivered
694,2022-01-29,63,20,15,4,8,0.1,426.02,Cash,Returned
695,2023-10-25,10,13,6,4,5,0,298.6,UPI,Delivered
696,2022-10-12,169,36,6,4,1,0.15,27.84,Credit Card,Returned
697,2022-02-26,22,21,20,5,5,0.2,63.24,Cash,Delivered
698,2023-01-08,172,43,3,2,7,0.2,72.8,Debit Card,Delivered
699,2022-04-25,147,48,17,2,2,0.1,25.0,Net Banking,Cancelled
700,2022-09-15,128,6,8,1,10,0,1212.0,UPI,Delivered
701,2023-08-22,189,25,8,4,7,0,89.11,Credit Card,Delivered
702,2022-06-29,55,18,15,3,7,0,177.38,Credit Card,Cancelled
703,2023-05-18,137,24,4,2,6,0.1,40.18,Cash,Returned
704,2023-12-01,64,18,5,2,6,0.05,144.44,UPI,Delivered
705,2022-01-22,166,39,2,1,1,0.15,15.57,UPI,Delivered
706,2023-07-20,99,20,12,3,2,0.1,106.51,Cash,Delivered
707,2023-02-02,3,26,9,1,5,0,32.2,UPI,Delivered
708,2022-08-04,42,29,11,4,7,0.2,31.53,UPI,Delivered
709,2022-03-24,200,32,16,4,7,0.2,151.93,Cash,Delivered
710,2022-04-13,42,45,9,4,9,0,156.96,Cash,Delivered
711,2023-09-09,187,36,11,1,8,0.15,222.7,Credit Card,Delivered
712,2023-10-19,165,12,15,2,3,0,106.08,Debit Card,Returned
713,2023-10-06,79,21,19,1,2,0,31.62,Debit Card,Delivered
714,2023-06-13,183,50,5,4,10,0.15,100.98,UPI,Returned
715,2023-04-08,123,48,5,5,5,0,69.45,UPI,Cancelled
716,2022-10-16,51,6,14,5,6,0,727.2,Cash,Returned
717,2023-08-08,58,2,1,1,9,0.15,776.25,Debit Card,Cancelled
718,2022-04-02,119,13,9,1,3,0,179.16,Net Banking,Returned
719,2023-03-16,154,17,5,2,2,0,112.14,Net Banking,Delivered
720,2022-05-01,4,46,17,3,7,0.2,227.64,Cash,Returned
721,2022-05-02,58,46,7,1,4,0.2,130.08,UPI,Delivered
722,2023-05-22,98,9,14,4,4,0.1,98.96,UPI,Delivered
723,2023-11-25,49,27,6,1,7,0.2,25.26,Credit Card,Delivered
724,2022-10-25,68,16,20,2,8,0,767.04,Net Banking,Delivered
725,2023-12-02,166,30,3,1,1,0.05,6.12,UPI,Delivered
726,2023-12-11,102,44,7,1,7,0.15,93.47,Net Banking,Returned
727,2022-09-20,19,7,18,2,1,0,65.7,Debit Card,Delivered
728,2023-04-28,91,39,20,1,1,0,18.32,Net Banking,Delivered
729,2023-09-27,98,20,13,4,6,0,355.02,Credit Card,Cancelled
730,2023-08-18,46,17,6,2,9,0.05,479.4,Cash,Delivered
731,2022-05-16,23,21,17,4,7,0,110.67,Credit Card,Delivered
732,2022-11-17,12,9,16,5,5,0.15,116.83,Cash,Delivered
733,2022-10-17,68,40,9,2,9,0,114.66,Debit Card,Returned
734,2022-11-20,189,32,5,4,9,0.2,195.34,Credit Card,Returned
735,2022-07-13,39,4,8,1,3,0,124.26,UPI,Returned
736,2022-06-17,181,30,14,1,2,0.05,12.24,Cash,Delivered
737,2023-01-01,182,36,16,5,8,0.05,248.9,Debit Card,Delivered
738,2022-05-07,90,6,7,5,5,0,606.0,Net Banking,Delivered
739,2022-10-07,145,43,19,2,4,0.1,46.8,Net Banking,Delivered
740,2023-08-08,47,27,3,3,4,0.2,14.43,Credit Card,Returned
741,2022-12-03,7,19,4,4,7,0,601.79,Credit Card,Cancelled
742,2022-11-28,40,2,3,1,8,0.2,649.41,Cash,Returned
743,2023-10-06,69,39,1,1,6,0,109.92,Cash,Cancelled
744,2022-11-29,188,47,19,5,3,0,62.13,UPI,Delivered
745,2022-11-27,15,48,3,5,9,0.1,112.51,Credit Card,Returned
746,2023-02-13,66,12,8,4,7,0,247.52,Debit Card,Delivered
747,2022-06-16,100,50,13,4,5,0.15,50.49,Credit Card,Delivered
748,2022-11-02,126,28,10,5,10,0,105.5,Credit Card,Delivered
749,2023-01-12,132,13,16,3,8,0.05,453.87,UPI,Returned
750,2023-07-31,154,28,3,2,7,0.2,59.08,Net Banking,Delivered
751,2022-07-10,112,41,14,1,2,0,21.74,UPI,Cancelled
752,2023-04-20,174,15,5,3,8,0.1,225.07,Credit Card,Cancelled
753,2022-10-25,120,28,3,3,8,0,84.4,Debit Card,Delivered
754,2023-12-02,77,16,17,1,7,0,671.16,Credit Card,Cancelled
755,2023-07-19,20,3,17,2,2,0.1,196.2,Cash,Returned
756,2022-04-07,119,43,19,1,5,0,65.0,Net Banking,Delivered
757,2022-03-25,197,33,1,3,2,0.15,22.12,Debit Card,Returned
758,2022-07-06,101,3,3,3,7,0.15,648.55,UPI,Delivered
759,2023-08-25,186,30,15,3,10,0.2,51.52,UPI,Delivered
760,2022-07-11,55,12,3,3,10,0,353.6,Cash,Delivered
761,2023-07-02,5,1,13,5,2,0,155.26,Cash,Delivered
762,2023-04-17,178,26,20,4,8,0,51.52,Net Banking,Cancelled
763,2023-01-05,177,44,13,4,5,0,78.55,Debit Card,Delivered
764,2022-01-15,49,8,1,1,4,0.2,213.7,Debit Card,Delivered
765,2023-05-08,167,10,8,2,7,0.2,260.68,Debit Card,Cancelled
766,2022-03-30,78,50,15,5,3,0.05,33.86,Credit Card,Returned
